Title,Ingredients,Steps
Ayam panggang saos kecap,"Bumbu ayam panggang ;--1 kg ayam potong sesuai selera--3 siung bawang merah,ulek halus--3 siung bawang putih,ulek halus--Sedikit kunyit,dan garam,ulek halus--Untuk olesan ayam ;--Kecap manis,saus tomat,sedikit minyak,dicampur--Saos kecap/cocolan ;--sesuai selera Kecap manis--5 siung bawang merah,iris melintang agak tebal--3 siung bawang putih,ulek halus--5 buah cabe rawit,ulek halus--2 buah tomat potong sesuai selera--Jeruk nipis (skip)--Arang untuk memanggang ayam--","Cuci bersih ayam dan tiriskan,campur dibumbu yang sudah dihaluskan,aduk rata,diamkan selama 15 menit,lalu kukus selama 20 menit/ sampai mateng--Sementara menunggu ayam dikukus,siapkan pemanggangan arangnya dulu untuk memanggang ayam--Keluarkan ayam yang sudah dikukus dan siap dipanggang diatas pemanggangan arang--Panggang ayam sambil diolesi dengan olesan, campuran kecap manis,saos tomat dan minyak,bolak balik ayam agar tidak gosong sambil diolesi sampai matang,angkat dan taroh dipiring saji--Campurkan semua bahan saos kecap/ cocolan nya diwadah(mangkok),tambahkan kecap manis secukupnya,aduk agar tercampur rata,dan beri perasan jeruk nipis--Ayam panggang dan saos kecap sudah siap dihidangkan bersama nasi hangat dan irisan timun sebagai pelengkap--"
Soto ayam kuah santan,"1/5 kg ayam (diungkep dulu,lalu digoreng)--2 bungkus santan kara--2 cm kunyit--1 cm jahe--secukupnya Lada--secukupnya Daun salam,lengkuas,daun jeruk dan sereh--5 siung bawang merah--5 siung bawang putih--Penyedap : gula,garam royko ayam--Bahan pelengkap:--iris Tomat--Daun bawang dan seledri--Bihun (rebus dulu)--Bawang goreng--Kol di potong tipis--Tahu goreng--Kerupuk--Bawang goreng--Jeruk nipis--Sambal (cabe rawit,bawang putih/merah di rebus dulu, diulek)--","Panaskan air rebus ayam hingga matang lalu tiriskan (air rebusan ayam bisa untuk kuah soto),lalu goreng ayam hingga matang--Haluskan bumbu bawang merah,putih,kunyit,jahe,lada,lengkuas sereh cukup digeprek dan tumis hingga matang--Masukan tumisan bumbu kedalam rebusan air,masukan daun salam,sereh dan daun jeruk--Berikan bumbu garam,gula penyedap rasa, daun bawang dan santan kara masak hingga matang--Sajikan soto selagi hangat bersama bihun dan pelengkap lainya--"
Ayam Goreng Bumbu Kuning,5 potong ayam--Secukupnya air--Secukupnya minyak goreng--🐓 Bumbu Halus 🐓--1 siung bawang putih--1 ruas jari kunyit--1/2 ruas jari jahe--1/2 sdt ketumbar--Secukupnya garam--,"Cuci bersih ayam,masukkan dalam panci,tambahkan bumbu halus dan air. Masak hingga empuk,matang dan bumbu meresap,tiriskan.--Goreng dalam minyak panas dan api sedang hingga kuning keemasan,angkat,tiriskan--Sajikan👌--"
Mie Geprek (Mie + ayam geprek),1 bungkus mie burung dara--1 ons dada ayam--tepung terigu--kubis--bawang putih--kecap--royco sapi--secukupnya garam--ebi--minyak wijen--saus tiram--lada bubuk--minyak goreng--air--cabe rawit--bawang merah--,"Rebus mie burung dara, tiriskan--Geprek bawang putih 2 siung, tumis sampai harum--Masukkan minyak wijen 1 sendok teh. Tumis tumis sebentar bersama bawang--Masukkan air 1 gelas belimbing--Tambahkan kecap, ebi, garam, saus tiram, royco sapi, lada bubuk sesuai selera. Didihkan--Masukkan mie yang telah direbus. Masak sampai air menyusut--Tambahkan irisan kubis/kol. Aduk-aduk sebentar sampai air habis. Angkat--Cuci bersih ayam, potong jadi 2 bagian atau iris sesuai selera--Siapkan tepung kering. Caranya tambahkan garam dan royco sapi pada tepung. Takarannya sesuaikan dengan jumlah tepung--Siapkan celupan tepung basah. Caranya campurkan tepung dengan air sampai teksturnya cair tapi cukup kental--Masukkan ayam pada tepung kering. Lalu celupkan pada tepung basah. Masukkan ke tepung kering lagi. Remas-remas sampai tepung yang menempel ditangan terlepas dan menempel pada ayam--Goreng ayam pada minyak panas dengan api besar, agar teksturnya crispy. Masak sampai kecoklatan lalu angkat.--Sekarang membuat sambel bawang. Caranya bawang putih setengah siung + bawang merah 2 siung + cabe rawit sesuai selera diulek bersama garam dan gula. Tambahkan 1 sendok minyak lalu campur rata--Geprek ayam crispy tadi kedalam sambel bawang--Sajikan mie goreng dengan topping ayam geprek dan lalapan mentimun--Selamat mencoba--"
Seblak Mie Tulang Ayam,1 bungkus mie burung dara--1/4 tulang ayam sisa filet (jadi masih ada daging2ny😁)--Sawi hijau--Sawi putih--Garam--Gula--Bahan halus :--5 siung bawang merah--3 siung bawang putih--3 buah cabe keritinh--15 buah cabe rawit (sesuai selera)--1 ruas jari kencur--,"Haluskan seluruh bumbu halus (saya pake blender)--Tumis bumbu halus sampai wangi, masukan tulang ayam, tambahkan air, tunggu smpai ayam matang--Setelah ayam matang masukan mie, gula, dan garam kemudian koreksi rasa..--Setelah rasa pas masukan sayur2n sampai agak layu, jangan terlalu lama..--Seblak mie siap dinikmati😋--"
Ayam Garang Asem,1/2 ekor ayam--Secukupnya daun pisang--1 santan kara kecil--1 jeruk nipis--👉bumbu rajang--5 cabai rawit--5 cabai merah--4 tomat hijau kecil--6 bawang merah--4 bawanh putih--👉tambahan--1 ruas laos--2 ruas jahe--4 daun jeruk--2 daun salam--2 batang serai--👉garam gulpas air minyak goreng--,"Potong2 ayam kecil2 lalu cuci dan beri perasan jeruk nipis diamkan sebentar dan cuci lgi.--Tumis bumbu rajang beserta laos, daun jeruk, jahe, daun salam dan serai.--Masukkan ayam dan air secukupnya. Tanbahkan garam dan gulpas. Masak setengah mateng--Lalu masukkan santan kara aduh2 sampai mendidih matikan kompor--Bungkus ayam dengan daun pisang lalu kukus kira2 15 menit--Siap dihidangkan--"
Ayam Asam Manis Rumahan citarasa Resto,"Bahan--250 gram dada ayam, potong dadu--1 buah paprika merah/hijau--Sedikit nanas, potong dadu--1 bawang bombay--2 siung bawang putih, geprek--1 sdm minyak bawang utk menumis--Air dan tepung sagu, perbandingan 2:1--Saos asam manis:--4 sdm saos tomat--1 sdm saos sambal--1/2 sdt saos lea perrins--3 sdm gula pasir--1 sdt kaldu ayam--secukupnya garam--3 sdm kecap Inggris--1 sdt minyak wijen--1 sdm maggie seasoning--1 sdm saos raja rasa--Bumbu marinasi ayam:--1 sdt gula pasir--1 sdt garam--1 sdt kaldu ayam--1/2 sdt merica--","Marinasi ayam dengan bumbu marinasi, diamkan selama 10 menit--Tumis bawang bombay, bawang putih, paprika--Masukkan daging ayam yg telah dimarinasi--Masukkan saos asam manis--Masukkan campuran air dan tepung sagu--Aduk hingga mengental--Test rasa, tambahkan garam dan gula sesuai selera--"
Ayam goreng tepung simple,500 gram ayam dada potong2--6 siung bawang putih haluskan--1/2 sdt lada bubuk--secukupnya Kaldu bubuk--secukupnya Garam--1 butir telur--Tepung pelapis :--100 gram tepung terigu--20 gram tepung meizena--,"Potong ayam sesuai selera, aku pake ayam dada utuh karna yg ada stok di kulkas itu hehehhehe--Campur ayam dengan bawang putih yg sudah di haluskan, garam, lada, kaldu bubuk, aduk rata.--Simpan di kulkas minimal 2 jam. (Semakin lama dibumbui ayamnya semakin enak, aku bumbui malam karna untuk di goreng pagi)--Keluarkan ayam dari kulkas masukkan telur ke ayam aduk rata.--Siapkan tepung pelapis diaduk rata lalu gulingkan potongan ayam ke dalam tepung remas sedikit.--Goreng ayam ke dalam minyak panad sampai kecoklatan.--Angkat sajikan, happy cooking moms. 😊😊😊😊😊--"
Sop Balungan Ayam,"Tulang dari 1 ekor ayam jowo, rebus dg api kecil--Bumbu ulek :--4 siung bawang putih--1/4 sdt merica bubuk--1/2 sdt pala bubuk--2 cengkeh--1 sdm garam(sesuaikan dg penggunaan air)--1/2 sdt kaldu jamur--1 sdt gula--Bahan sayur :--2 buah wortel, iris tipis--1 kentang ukuran kecil, potong dadu--1 bonggol sawi sendok--Secukupnya seledri dan daun bawang--Pelengkap : bawang merah goreng--","Cuci bersih tulang ayam, rebus dg api kecil hingga keluar kaldu bening, buang kotoran yang mengapung, setelah itu masukkan bumbu ulek. Biarkan mendidih.--Kemudian masukkan wortel, tunggu 3 menit masukkan kentang, tunggu 5 menit lalu cek rasa dan kematangan sayur, setelah pas baru masukkan sawi sendok, seledri, dan daun bawang. Aduk sebentar lalu matikan kompor.--Sajikan dengan taburan bawang merah goreng dan sambal kecap.--"
Ayam goreng lepas tulang lembut,"1 kg ayam--4 bawang putih--3 ruas laos--1 ruas jahe--Daun salam, serai 2 ruas, daun jeruk,--","Masukkan ayam dalam magic com. 
Bawang putih, jahe, laos, jahe blender sampai lembut.
Masukkan bumbu yang sudah dihaluskan tadi dalam magic com
Tuang air bioglass dalam magic com sampai ayam terendam air bioglass.
Cetrek cook. Tunggu kira kira 45 menit. 
Ambil ayam dari magic com
Taburi garam secukupnya
Goreng
Jadii deh ayam empuk lezatnya. Biar ayamnya dingin juga masih empuk😊😊
Cara bikin sambel nya
Cabe, bawang merah trasi, goreng di sisa minyak ayam goreng tadi. Minyak nya dikit aja.--"
Semur ayam kampung,1/2 kg ayam kampung--3 siung bawang putih--5 siung bawang merah--3 butir kemiri--1 ruas jahe--4 lembar daun jeruk--1 lembar daun salam--1 batang serai (digeprek)--Lengkuas--1/4 sdt kunyit bubuk--1/2 sdt ketumbar bubuk--1/4 sdt merica bubuk--3/4 sdt garam--1/2 sdt gula pasir--Sedikit royco--Secukupnya kecap manis--Secukupnya air kaldu ayam kampung--Secukupnya minyak goreng--,"Potong ayam cuci lalu rebus sampai empuk. Haluskan bawang, kemiri, jahe.--Tumis bumbu halus sampai harum masukan serai, daun jeruk, daun salam, lengkuas. Masukan air kaldu, ayam, merica, garam, kunyit, ketumbar, kecap, royco. Masak hingga bumbu meresap dan empuk banget, cek rasa ya bun..--Semur ayam kampung udah matang...--Ini aku masaknya sampai empuk banget... gak alot ya.. gigitnya gak pakai gigi, pakai bibir aja udah bisa, hhheee... krn sebelum dibumbuin direbus dulu sampai empuk, setelah itu baru dibumbuin.--Selamat mencoba..--"
Soto Ayam Surabaya,1/2 Ekor Ayam--6 Siung Bawang Merah--4 Siung Bawang Putih--Secukupnya Ketumbar--Secukupnya Lada--1 Ruas Kunyit--1 Ruas Lengkuas--1 Ruas Jahe--1 Butir Kemiri--Daun Salam--Daun Jeruk--Gula--Garam--Penyedap Rasa (boleh pakai boleh tidak)--Daun Bawang--Kol--Tauge--Kentang--Telur Rebus--Sambal Rebus--,"Haluskan semua bumbu kecuali lengkuas & Sereh--Tumis bumbu yg dihaluskan tadi hingga harum--Rebus ayam hingga terlihat kaldunya kemudian masukkan bumbu yg telah ditumis tadi--Icip & sajikan dengan kentang goreng, bihun, tauge & irisan tomat--"
Ayam Suwir ala Bali / Ayam Sisit,500 gram fillet ayam tanpa kulit--1 sdm minyak wijen--1 sdm kecap ikan--1 sdm saos tiram--1 sdm unsalted butter untuk menumis--Bumbu yang dihaluskan--10 siung bawang merah--5 siung bawang putih--1 ruas jari kencur--2 ruas jari kunyit--10 buah rawit merah atau sesuai selera--1 sdt udang rebon--1 sdt garam--,"Rebus/Kukus Ayam lalu disuwir2, sisihkan--Tumis bumbu halus, tambahkan minyak wijen, kecap ikan, saos tiram--Masukkan suwiran ayam, aduk rata sampai tercampur dan kering (sesuai selera)--Siap dihidangkan--"
Risoles rogut ayam,"Bahan isian:--3 buah kentang, kukus dan tumbuk halus--1 buah wortel, diserut kasar--100 gr dada ayam rebus, suwir halus--2 sdm tepung terigu--secukupnya Lada bubuk--Secukupnya garam--100 ml susu cair--2 siung bawang putih, haluskan--50 gram keju cheddar parut--2 sdm minyak goreng--Bahan kulit:--250 gram tepung terigu--3 sdm margarine, dicairkan--2 butir telur--Secukupnya garam--secukupnya Air--100 gram tepung panir untuk membalur--","Aduk rata kentang kukus yang sudah dihaluskan, tepung terigu, susu cair sampai tidak menggumpal. Sisihkan--Tumis bawang putih yang sudah di haluskan sampai wangi, masukkan adonan kentang kukus yg sudah di campur susu dan terigu tadi.--Tambahkan keju parut, lada bubuk, ayam suwir, aduk cepat sampai kental. Angkat dan sisihkan--Untuk membuat kulit: campur tepung terigu, air, garam, 1 butir telur, aduk dengan pengocok telur agak tidak mengggumpal. Setelah rata masukkan margarine yg sudah dicairkan. Aduk rata kembali.adonan dibuat jangan terlalu kental.--Panaskan wajan anti lengket, dadar adonan sampai habis.--Ambil lembaran kulit, letakkan di tengah kulit dadar isian rogut, tutup sisi kanan kirinya--Sebelum di goreng, celupkan gulungan dadar yg sudah diisi tadi kedalam telur dan balurkan dengan tepung roti ulangi sekali lagi.--Panaskan minyak, goreng hingga kecoklatan.--Risoles siap disajikan hangat dengan cabai rawit atau saos cabai.--Selamat mencoba--"
Gurame Saus Padang,Bahan utama:--1 ekor gurame--Bumbu untuk saus:--4 siung bawang putih (cincang halus)--3 siung bawang merah (cincang halus)--15 bh cabai merah (giling) banyaknya cabai sesuai selera ya😊--7 buah cabai rawit iris tipis (sesuai selera)--1/2 bawang bombang iris--Saus tiram--Saus tomat--Garam--Gula--Lada--1 bh wortel iris tipis memanjang (opsional)--1 buah tomat potong dadu (opsional)--1 batang irisan daun bawang--1 ruas jahe ukuran kecil iris tipis--Tepung maizena--250 ml air--Bumbu untuk menggoreng ikan :--Tepung beras--Tepung terigu--Garam--Jeruk nipis/ lemon--Minyak sayur--,"Cuci bersih ikan gurame yang akan dimasak. Setelah itu lumuri ikan dengan air perasan jeruk nipis/lemon diamkan beberapa menit untuk menghilangkan bau amisnya--Campur tepung terigu,tepung beras dan garam menjadi satu,kemudian lumuri ikan dengan tepung tersebut lalu goreng hingga matang lalu tiriskan. Pastikan minyak yang digunakan sudah panas ya biar ikannya tidak lengket😊.--Tumis bawang merah bawang putih hingga harum,kemudian masukan cabai yang sudah giling, aduk rata--Tambahkan bawang bombay,saus tiram saus tomat dan jahe, aduk sebentar lalu tambahkan 250ml air--Kemudian tambahkan garam dan gula sesuai selera.--Masukkan irisan cabai rawit dan daun bawang dan tomat. Aduk rata. Kemudian tambahkan larutan maizena agar saus mengental--Jika tidak ada tepung maizena. Diamkan beberapa menit hingga kandungan air menyusut dan saus terlihat mengental--Tes rasa. Jika sudah pas. Sajikan dan gurame saus padang siap disantap!😊--"
Ikan Kembung Bakar Teflon,"1/2 kg ikan kembung sate, bersihkan--1 buah jeruk sate/jeruk kunci--1 sdm garam halus--2 sdt lada bubuk--1 sdm ketumbar bubuk--","Kucuri ikan dengan jeruk, diamkan 5 menit--Lumuri ikan dg garam, lada dan ketumbar bubuk, simpan d kulkas sekitar 30 menit--Bakar d atas teflon yg d olesi mentega/ butter tipis dengan api yg kecil--Balik untuk membakar kedua bagian ikan.--Sajikan dengan cocolan sambal kecap--"
Mujaer asam pedas manis,1/2 kg ikan mujaer (stok gurame habis)--2 buah Wortel potong korek api--1 siung bawang bombai--7 siung bawang putih--13 cabai rawit--4 siung bawang merah--2 sendok makan Saos tomat--2 sendok makan Saos tiram--Garam--Merica--100 ml air matang--Jahe--Jeruk nipis--,"Bersihkan ikan sampai benar-benar bersih. Kerat-kerat dagingnya. Beri garam, merica, potongan jahe perasan jeruk nipis, dan 2 siung bawang uleg. Diamkan 10 menit--Uleg 5 bawang putih yang tersisa. Potong bawang bombai dan dan bawang merah dan cabai rawit.--Goreng ikan mujaer hingga matang, lalu sisihkan.--Tumis bawang merah dan bawang bombai hingga wangi, masukkan bawang putih uleg. Tumis hingga wangi.--Masukkan wortel, tambahkan air. Aduk-aduk. Tunggu hingga wortel hampir matang.--Masukkan saos tomat dan saos tiram. Beri perasan jeruk nipis. Aduk-aduk Koreksi rasa. Jika sudah pas, masukkan ikan, aduk sebentar saja.--Siap disajikan.--"
Gurame Asam manis,"1/2 kg ikan gurame--2 buah wortel (potong seperti batang korek api)--Bumbu--5 siung bawang merah--4 siung bawang purih--1 bh tomat--Cabe besar (selera brp j)--Cage kecil (selera brp j)--2 sacet Saos sambel--Saos tomat (q pakek Saos botolan)--Bahan tambahan--Tepung maezena--Kunir--Garam, gula, merica ladaku--","Uleg kunir sama garam kasih air lalu guraminya d rendam, diem in sekitar 10menitan lalu goreng gurame--Untuk Saos asam manis nya, gongso semua bumbu sampek harum, masukan wortel setelah itu kasih Saos Dan garam gula merica ladaku, rasain setelah pas rasanya baru masukan tepung meizena yg sudah d cairkan dengan air setelah mengental angkat--Tata gurame d atas piring siram saosnya Dan siap di santaaap...--"
Asam padeh ikan tuna,1/2 kg ikan tuna--6 siung bawang merah--4 siung bawang putih--2 ruas kemiri--2 batang serai--2 ruas kunyit--2 ruas laos--4 lembar daun jeruk--1 lembar daun kunyit--2 buah asam Kandis--4 buah belimbing hulu--6 buah cabai merah (bisa disesuaikan)--10 buah cabai rawit (bisa disesuaikan)--3 gelas air--2 sendok garam--1/2 sendok gula--,"Haluskan bumbu (cabai merah, kemiri, bawang, kunyit, Laos)--Tumis bumbu sampai berubah warna--Tambahkan air--Masukkan serai yg sudah di geprek, daun kunyit, daun jeruk, asam Kandis, belimbing hulu, dan cabai rawit utuh (tdk dihaluskan dan tdk dipotong)--Tunggu sampai mendidih--Setelah mendidih, masukkan ikan tuna (sudah dicuci bersih dan diberi air perasan jeruk)--Kemudian beri garam dan gula secukupnya--Tunggu sampai air sedikit berkurang dan mengental--Asam padeh ikan tuna siap disajikan--"
Lele Asam Manis,1/2 kg Lele Segar--180 ml air--3 sdm kecap manis--1 sdm margarine/minyak--1/2 sdt saus tiram (optional)--Bumbu halus :--6 siung bawang merah--5 siung bawang putih--4 cabe merah (bisa lebih sesuai selera)--2 buah kemiri--1 sdt garam (sesuai selera)--1/2 sdt penyedap rasa (sesuai selera)--1/2 sdt gula pasir (sesuai selera)--,"Cuci bersihbikan, lalu goreng ikan lele agak matang tapi jangan sampai renyah. Tiriskan--Sambil menunggu, haluskan semua bumbu di atas.--Panaskan wajan dengan margarin.--Masukkan bumbu halus ke dalam wajan sampai harum. Tambahkan kecap, saus tiram dan air--Setelah berbau harum, barulah ikan lele dimasukkan.--Tunggu sampai bumbu meresap serta tes rasa. Setelah air tnggal sedikit, angkat dan sajikan.. Semoga membantu..--"
Pempek kulit ikan tenggiri,500 gr kulit ikan tenggiri halu--200 cc air matang--1 sdt garam--1 sdt Penyedap/ kaldu jamur--1/2 sdt merica--1/2 sdt gula--60 ml santan kental--5 siung bawang putih--5 siung bawang merah--350 gr sagu tani--2 sdm terigu--100 gr sagu untuk balur--,Aduk ikan tambahkan air sedikit demi sedikit bersamaan dgn garam--Masukkan terigu bersama santan--Masukkan sagu--Balurin tangan dgn sagu bentuk adonan dgn sendok makan--Letakkan di piring yg ditabur sagu--Goreng minyak panas sampai mengembang--Dinginkan--Potong2 lalu goreng--Siap menggoyang lidah sajikan dgn cuko--
Tumis Tongkol Petai,2 bungkus tongkol--2 cabe gendot--2 papan petai--2 cabe rawit--2 bh cabe merah--3 bh b. Merah--3 bh b. Putih--2 lembar daun salam--Secukupnya garam--Secukupnya gula putih--,"Cuci bersih ikan tongkol, goreng sebentar--Iris b. Merah, b. Putih, cabe merah, cabe rawit, cabe gendot. Tumis--Masukan petai, tambahkan sedikit air. Masukan garam, gula pasir. Cek rasa. Sajikan--"
Ikan Patin pedas manis,500 gr ikan patin--5 siung bawang merah iris tipis--4 siung bawang putih iris tipis--1/2 bawang bombay ukuran kecil iris tipis--Cabai merah keriting (sesuai selera) iris tipis--Cabai rawit setan (sesuai selera) biarkan utuh--1 ruas lengkuas digeprek--2 lembar daun jeruk--2 sendok makan kecap--3 batang bawang daun iris tipis--,"Ikan patin yang sudah dicuci bersih, dilumuri garam kemudian digoreng setengah kering--Tumis irisan bawang merah, putih, bombay dan cabai sampai dengan harum--Masukkan ikan yang sudah digoreng sebelumnya, kemudian tambahkan sedikit air--Masukkan kecap, lengkuas, daun jeruk, garam dan gula. Koreksi rasa--Biarkan sampai dengan meresap ke dalam daging ikan, setelah benar2 meresap terakhir masukkan irisan bawang daun dan cabai rawit setan, kemudian angkat dan sajikan--"
